"ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","TYPE_2","ENGTYPE_2","NL_NAME_2","VARNAME_2","Shape_Length","Shape_Area"
105,"IND","India","21","Maharashtra","308","Hingoli","District","District",NA,NA,4.42791001880952,0.403499791107602
105,"IND","India","21","Maharashtra","309","Jalgaon","District","District",NA,"East Khandesh",6.83576907616364,1.02017393863205
105,"IND","India","21","Maharashtra","310","Jalna","District","District",NA,NA,6.0795316829972,0.670745886549403
105,"IND","India","21","Maharashtra","311","Kolhapur","District","District",NA,NA,8.16429841747597,0.647767218986699
105,"IND","India","21","Maharashtra","312","Latur","District","District",NA,"Kulaba, Kolaba, Kolabad",4.60714997060768,0.618378592465843
105,"IND","India","21","Maharashtra","313","Nagpur","District","District",NA,NA,5.45531828199054,0.863321790762736
105,"IND","India","21","Maharashtra","314","Nanded","District","District",NA,"Nander",9.38736131591364,0.909123293749891
105,"IND","India","21","Maharashtra","315","Nandurbar","District","District",NA,NA,6.2265430356555,0.517185634365895
105,"IND","India","21","Maharashtra","316","Nashik","District","District",NA,"Nasik",7.70716654544659,1.34096771368057
105,"IND","India","21","Maharashtra","317","Osmanabad","District","District",NA,NA,6.82482589196506,0.644802613314838
105,"IND","India","21","Maharashtra","318","Parbhani","District","District",NA,NA,5.01955206316771,0.543877709329545
105,"IND","India","21","Maharashtra","319","Pune","District","District",NA,"Poona",8.7524128682437,1.33527745054746
105,"IND","India","21","Maharashtra","320","Raigarh","District","District",NA,"Raygad",8.37721589544348,0.599826312733073
105,"IND","India","21","Maharashtra","321","Ratnagiri","District","District",NA,NA,8.20078292112081,0.71914328253479
105,"IND","India","21","Maharashtra","322","Sangli","District","District",NA,"South Satara",8.25596204093897,0.724658367711511
105,"IND","India","21","Maharashtra","323","Satara","District","District",NA,"North Satara",5.69976428680218,0.891484321953621
105,"IND","India","21","Maharashtra","324","Sindhudurg","District","District",NA,"Kudal, Sindhdurg",6.34353220008694,0.43688569179357
105,"IND","India","21","Maharashtra","325","Solapur","District","District",NA,"Sholapur",10.9728858534697,1.26690112589134
105,"IND","India","21","Maharashtra","326","Thane","District","District",NA,"Thana",5.8634546400589,0.789860646189482
105,"IND","India","21","Maharashtra","327","Wardha","District","District",NA,NA,4.35254853055899,0.547360127362495
105,"IND","India","21","Maharashtra","328","Washim","District","District",NA,NA,5.3189682063617,0.448801225153149
105,"IND","India","21","Maharashtra","329","Yavatmal","District","District",NA,"Yeotmal",8.38482036533454,1.16822891545597
105,"IND","India","22","Manipur","330","Bishnupur","District","District",NA,"Bishenpur|Sishnupur",1.51252863226967,0.0428408048319734
105,"IND","India","22","Manipur","331","Chandel","District","District",NA,"Tengnoupal",3.0432603572609,0.283264411918942
105,"IND","India","22","Manipur","332","Churachandpur","District","District",NA,"Manipur South|Churchandpur",4.22846481169436,0.419671692165099
105,"IND","India","22","Manipur","333","East Imphal","District","District",NA,NA,2.78607034590697,0.0534178381567429
105,"IND","India","22","Manipur","334","Senapati","District","District",NA,NA,6.24893920503355,0.312109137717947
105,"IND","India","22","Manipur","335","Tamenglong","District","District",NA,"Manipur West",3.98725268689656,0.375155002082466
105,"IND","India","22","Manipur","336","Thoubal","District","District",NA,NA,2.06674163104713,0.0636197772910274
105,"IND","India","22","Manipur","337","Ukhrul","District","District",NA,"Manipur East, Ukhurul",3.53342491061977,0.398321085791415
105,"IND","India","22","Manipur","338","West Imphal","District","District",NA,NA,1.87303901915669,0.0435713582773798
105,"IND","India","23","Meghalaya","339","East Garo Hills","District","District",NA,NA,3.5594678688787,0.26399849172593
105,"IND","India","23","Meghalaya","340","East Khasi Hills","District","District",NA,NA,2.9001210916707,0.255007327737984
105,"IND","India","23","Meghalaya","341","Jaintia Hills","District","District",NA,NA,3.31208526488924,0.340189384471144
105,"IND","India","23","Meghalaya","342","Ri-Bhoi","District","District",NA,NA,3.55798528199866,0.214811899204515
105,"IND","India","23","Meghalaya","343","South Garo Hills","District","District",NA,NA,2.32812812753769,0.165159305783168
105,"IND","India","23","Meghalaya","344","West Garo Hills","District","District",NA,NA,2.91177711210294,0.304468606620499
105,"IND","India","23","Meghalaya","345","West Khasi Hills","District","District",NA,NA,3.95842083690118,0.470634475888794
105,"IND","India","24","Mizoram","346","Aizawl","District","District",NA,"Aizawal",4.25109113814032,0.306032701570084
